문장,clean
저거여자가셀카찍었다는거임남자가올렷다는게아니라,1
막짤로동당,1
이야경향ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
조인성닮았네,1
메갈보쉴드앙노무띠,1
오세라비님응원합니다,1
백퍼선생몸매좋고예쁨,1
첫짤부터남자사진보여줘서끝까지남자라고생각들었음담부터올릴떈수술전마지막에올리라이기야,1
베트남아니면말레이시아,1
어렸을떄부터덩치가남달랐나보네,1
서울시교육청학생인권종합계획재고해주세요,1
작년월에바이러스시뮬레이션왜했는지부터가궁금하다아직바이러스알려지지도않았을때인데말야,1
미국에서총기사건이왜일어났는지곰곰히생각해볼만하네,1
웃음만나와왜그럴까이유를알기때문이지,1
여군들이같이복무하기싫다고반대하지않았었나,1
돈이중하지,1
본격적인백래쉬발동하는단계노,1
저거시계야지금시네ㅋㅋㅋㅋ,1
이런거안보고싶은데그냥조용히키워라뭐애같고장사하는것도아니고쯧,1
비정규직의여성노동자들의삶이이렇게열악합니다힘내세요당신들을응원합니다화이팅,1
한국에서오래살아서한국시민권얻으면저사람이고소가능할텐데말아껴서쓰자,1
은지원표정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
씁쓸하다페미니메갈이니꼴보기싫어서저렇게행동했다는게시원하다고느끼는지금이런감정자체가씁쓸하다범죄를보고도신고를안하는게당연시되다니정신차려야되여자든남자든상식적인세상으로돌아왔으면좋겠다,1
집엔사랑하는아빠와오빠남동생이있건만혐오를넘어질서를세우자,1
급식충이라고무시만해서미안하다ㅠㅠ,1
아미래가기대되노,1
겉으로는품위있고고상해보이며기부를많이하는데,1
블박차과실이클듯,1
하트감성무시ㄴㄴ,1
년에억이면할만하네요,1
부모는자식의거울이다훌륭한부모님께사랑많이받고자라서인지자존감이월등하군요호님매력이넘쳐요팬됐쓰요,1
죽일의도는없었다하더라도이러다죽을수도있겠다는알았다고봐야한다,1
건전지사이즈만하다이기야,1
어쩌란거무플베헐,1
와저광고쎄다확와닿는데,1
그냥하지마욕안하고안하면될것을,1
고맙노예시유용하노,1
좋은정보ㄱㅅ,1
저건뭐피해주는것도아닌데하든가말든가,1
그건다문화가아니라식민지아니냐,1
ㅋㅋㅋ사스가,1
아니그보다지갑에마카롱이들어가지갑이무슨지갑이아니라가방아닐까,1
누군지도몰랐는데참,1
정화통도안달고뭐하노,1
얼른천국으로보내야지,1
ㅋㅋㅋ어이가없노,1
와합성아닌거같은데ㄷㄷ,1
가화만사성입니다돈이아무리많아도가정이없으면불행하죠,1
만화용오에서비슷한장면이온갖고문에도난절대입을열지않겠다고여기서죽으면난천국에간다고버티던사람을고기스튜떠서먹이겠다고하니깐사람이변함,1
후팔내댓글기사타부렀노ㅋㅋ앵나오게좋네ㅋㅋ,1
그냥평범통통하게생겼겠는데,1
핏물이질질흐르는사진은입맛을돋구는데멀쩡한사진은식욕재기하노,1
걍벌금ㄱㄱ,1
대구중구공평로사노이기야,1
아이폰은이거쓰면됨,1
난개안아요,1
년,1
늙음이정말로애국할때도있네,1
폭언을했더라도하나의고귀한생명을뺴앗는것은심각한죄입니다,1
나년너년쓰지마라이기,1
이건페북으로본지최소반년은지난거같은데일베오네,1
충분히모를수가있다고생각하는데여행사를이용해서갔기때문에근데아마여행사측에서는알고있었겠지참고로저지역에서성지순례를하는게아니라이스라엘도들어가는길목이라고하더라,1
년대초반까지는흔하게쓰이던말인데어느순간사라짐,1
다들튈준비하는건아닌가싶다,1
이얘기년전으로가서우리집사람한테좀해줘라,1
어그로가또,1
영원한적은없고영원한친구또한없다,1
독방ㅇㅈ,1
이춘식세뱃돈줫다뺏어추태,1
목록에워마드는빠져있네요,1
호신관련해서는중국영화나오는장쯔이같은무림의고수를늘좋아했노구체적인롤모델이미지가있어도좋겠다는생각이드노,1
민족배신자처단했노문구라,1
막상글보고감동먹어서합류하는거아니냐,1
기획부동산영업이뭐임,1
그리고최근에깨달은점이하나있는데지금,1
다이아는주은아씨지,1
의경은총안받지않나,1
뭘좀아는구나,1
여기서용어만살짝바꾸면일베아니냨ㅋㅋㅋㅋㅋㅋㅋㅋ,1
나는웃기면서도슬프다,1
영어라잘모름,1
자한당정쟁의끝은어디인지끝이없군요,1
정말안산은뭐라해야하냐,1
디플로우예전에지디앤탑이랑작업했던사람아님,1
이종인은뭐하냐다이빙벨들고한강가야지저긴유속도빠르지않아서금방찾을수있다조속히진실을인양하자,1
블로그폭로녀졸라이쁘노,1
착한팀킬오,1
응힘내ㄹㅇ타격감ㅆㅅㅌㅊ다이기야ㅋㅋㅋㅋㅋ,1
태어난아기는진짜혼란스럽겠다,1
어떻게먹으면분동안급하게먹냐ㅋㅋㅋㅋㅋㅋㅋ특별한곳도아닌거같은데분동안밥먹는사람이식당손님걱정해주면터질만하겠네ㅋㅋㅋ,1
근데진짜다혈통주의완화검색해봐라애만낳으면전부대한민국국적주는거이미추진중,1
엄마가고아들이이라,1
그럼계속재혼하면신혼이계속유지되겠네,1
잘못된신념이얼마나무서운지를보여주는사건임,1
사람답게좀살자,1
아주보편적이고정상적인내용이기사화된다는것자체가많이서글프네요믿음소망사랑중에제일은사랑입니다,1
뭔내용임,1
일베의여신이라고했다가고소당했지만이유없음으로기각되었던적있네요담당형사가일베라는말이모욕적이지않냐고엮을려고노력했지만해당기사까지뽑아가서보여주고당당히이유없음받았던기억이나네요,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ피식했다,1
렙보존,1
아까워마드이미지가페미니즘망칠까고민하는글이올라왔노내가패니까빛삭해버렸노그래서내글제목도수정하노,1
홍홍따리홍홍따,1
우리나라라니요저는캐나다인인데한국에살고있다고자꾸저보고한국인이랍니다어케된거죠,1
기자님성소수자인권이가져올파장이크기때문에집중하는겁니다,1
박근헤대통령님존경합니다평생지지합니다,1
종경하고감사합니다진정한사랑이무엇인지행동으로가르쳐주시는분입니다,1
